#1 : frequency[Hz] = 1.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
   24   25   1.000e-01   9.000e-02   2.500e-01  4.132e-01  4.132e-01  134.427  2.540e-05  -14.939  2.679e-04  -57.988
   24   26   1.000e-01   9.000e-02   2.600e-01  3.606e-01  3.606e-01  170.066  8.938e-06  175.686  1.447e-04  -47.851
   24   27   1.000e-01   9.000e-02   2.700e-01  3.639e-01  3.639e-01 -118.383  1.206e-06  -23.305  5.934e-04 -137.106
   24   28   1.000e-01   9.000e-02   2.800e-01  5.002e-01  4.943e-01  -39.268  2.532e-07   83.581  7.688e-02   43.523
   24   29   1.000e-01   9.000e-02   2.900e-01  1.732e+00  1.727e+00  143.603  2.903e-07  117.230  1.322e-01   33.282
   24   30   1.000e-01   9.000e-02   3.000e-01  1.404e+00  1.400e+00  138.297  3.133e-07  107.234  1.067e-01    2.208
   25    0   1.000e-01   1.000e-01   0.000e+00  3.054e-01  3.054e-01   87.339  1.021e-06  -58.401  3.136e-06  147.710
   25    1   1.000e-01   1.000e-01   1.000e-02  3.686e-01  3.686e-01  169.415  7.392e-07   -7.055  2.218e-06 -122.033
   25    2   1.000e-01   1.000e-01   2.000e-02  3.632e-01  3.632e-01 -117.961  7.199e-07  144.409  2.446e-06  -96.231
   25    3   1.000e-01   1.000e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  7.703e-07  -44.446  2.459e-06 -104.962
   25    4   1.000e-01   1.000e-01   4.000e-02  3.631e-01  3.631e-01   26.073  7.374e-07  119.249  2.804e-06  168.847
   25    5   1.000e-01   1.000e-01   5.000e-02  3.630e-01  3.630e-01   98.115  1.112e-06  -59.442  5.833e-06  157.591
   25    6   1.000e-01   1.000e-01   6.000e-02  3.631e-01  3.631e-01  170.157  9.217e-07  127.484  7.342e-06  160.372
   25    7   1.000e-01   1.000e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  1.370e-06  -75.140  5.838e-06  146.724
   25    8   1.000e-01   1.000e-01   8.000e-02  3.630e-01  3.630e-01  -45.732  1.196e-06   57.804  4.351e-06  134.341
   25    9   1.000e-01   1.000e-01   9.000e-02  3.631e-01  3.631e-01   26.310  1.928e-06  144.042  3.963e-06   99.639
   25   10   1.000e-01   1.000e-01   1.000e-01  3.631e-01  3.631e-01   98.367  1.703e-06  -72.679  2.675e-06   73.219
   25   11   1.000e-01   1.000e-01   1.100e-01  3.631e-01  3.631e-01  170.414  1.366e-06   71.703  2.277e-06   49.176
   25   12   1.000e-01   1.000e-01   1.200e-01  3.631e-01  3.631e-01 -117.538  6.051e-07 -130.334  2.300e-06   62.619
   25   13   1.000e-01   1.000e-01   1.300e-01  3.631e-01  3.631e-01  -45.483  1.093e-06   94.041  2.789e-06  125.939
   25   14   1.000e-01   1.000e-01   1.400e-01  3.631e-01  3.631e-01   26.565  9.179e-07 -142.220  5.093e-06  142.537
   25   15   1.000e-01   1.000e-01   1.500e-01  3.631e-01  3.631e-01   98.611  1.380e-06  -15.118  8.046e-06  153.584
   25   16   1.000e-01   1.000e-01   1.600e-01  3.631e-01  3.631e-01  170.664  1.575e-06  122.954  8.495e-06  158.662
   25   17   1.000e-01   1.000e-01   1.700e-01  3.631e-01  3.631e-01 -117.283  1.624e-06  -66.762  7.702e-06  147.384
   25   18   1.000e-01   1.000e-01   1.800e-01  3.631e-01  3.631e-01  -45.237  1.083e-06   91.737  7.676e-06  134.353
   25   19   1.000e-01   1.000e-01   1.900e-01  3.631e-01  3.631e-01   26.809  6.799e-07 -112.471  6.448e-06  119.346
   25   20   1.000e-01   1.000e-01   2.000e-01  3.631e-01  3.631e-01   98.868  3.513e-07  -24.320  4.734e-06  116.042
   25   21   1.000e-01   1.000e-01   2.100e-01  3.630e-01  3.630e-01  170.917  3.941e-07   94.699  1.174e-06   27.103
   25   22   1.000e-01   1.000e-01   2.200e-01  3.628e-01  3.628e-01 -117.081  7.142e-07  -90.031  2.503e-06  -16.227
   25   23   1.000e-01   1.000e-01   2.300e-01  3.670e-01  3.670e-01  -45.678  3.455e-06   85.411  4.162e-05  -53.176
   25   24   1.000e-01   1.000e-01   2.400e-01  4.393e-01  4.393e-01   35.159  2.404e-05  -88.821  1.458e-04  -50.395
   25   25   1.000e-01   1.000e-01   2.500e-01  3.762e-01  3.762e-01  115.424  2.186e-05 -129.258  2.120e-04  -61.245
   25   26   1.000e-01   1.000e-01   2.600e-01  3.630e-01  3.630e-01  170.337  9.606e-06  102.859  1.055e-04  -44.266
   25   27   1.000e-01   1.000e-01   2.700e-01  3.639e-01  3.639e-01 -118.384  1.222e-06  -74.041  5.934e-04 -137.098
   25   28   1.000e-01   1.000e-01   2.800e-01  5.002e-01  4.943e-01  -39.264  1.649e-07   33.581  7.688e-02   43.523
   25   29   1.000e-01   1.000e-01   2.900e-01  1.732e+00  1.727e+00  143.603  2.321e-07  110.289  1.322e-01   33.282
   25   30   1.000e-01   1.000e-01   3.000e-01  1.404e+00  1.400e+00  138.298  2.396e-07  101.723  1.067e-01    2.208
   26    0   1.000e-01   1.100e-01   0.000e+00  3.054e-01  3.054e-01   87.339  3.534e-07 -160.169  4.008e-06  165.235
   26    1   1.000e-01   1.100e-01   1.000e-02  3.686e-01  3.686e-01  169.415  4.323e-07  -35.773  2.712e-06 -102.704
   26    2   1.000e-01   1.100e-01   2.000e-02  3.632e-01  3.632e-01 -117.962  1.036e-07   66.136  3.023e-06  -80.704
   26    3   1.000e-01   1.100e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  9.419e-07  -46.785  2.637e-06  -96.964
   26    4   1.000e-01   1.100e-01   4.000e-02  3.631e-01  3.631e-01   26.073  7.250e-07  132.702  2.485e-06 -169.800
   26    5   1.000e-01   1.100e-01   5.000e-02  3.630e-01  3.630e-01   98.115  1.228e-06  -56.766  4.628e-06  166.169
   26    6   1.000e-01   1.100e-01   6.000e-02  3.631e-01  3.631e-01  170.157  1.865e-06  104.348  6.799e-06  157.978
   26    7   1.000e-01   1.100e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  1.440e-06 -128.085  6.118e-06  147.305
   26    8   1.000e-01   1.100e-01   8.000e-02  3.631e-01  3.631e-01  -45.732  1.682e-06  -23.533  4.777e-06  128.713
   26    9   1.000e-01   1.100e-01   9.000e-02  3.631e-01  3.631e-01   26.311  1.615e-06  108.868  4.822e-06  102.117
   26   10   1.000e-01   1.100e-01   1.000e-01  3.631e-01  3.631e-01   98.366  1.079e-06 -116.474  3.321e-06   78.155
   26   11   1.000e-01   1.100e-01   1.100e-01  3.631e-01  3.631e-01  170.414  1.224e-06   82.144  2.925e-06   64.908
   26   12   1.000e-01   1.100e-01   1.200e-01  3.631e-01  3.631e-01 -117.537  1.115e-06 -120.809  2.656e-06   67.945
   26   13   1.000e-01   1.100e-01   1.300e-01  3.631e-01  3.631e-01  -45.483  1.389e-06   28.332  3.594e-06  117.224
   26   14   1.000e-01   1.100e-01   1.400e-01  3.631e-01  3.631e-01   26.565  1.471e-06  144.617  5.696e-06  142.126
   26   15   1.000e-01   1.100e-01   1.500e-01  3.631e-01  3.631e-01   98.611  1.572e-06  -67.446  7.869e-06  153.782
   26   16   1.000e-01   1.100e-01   1.600e-01  3.631e-01  3.631e-01  170.664  1.302e-06   79.415  8.899e-06  157.659
   26   17   1.000e-01   1.100e-01   1.700e-01  3.631e-01  3.631e-01 -117.283  1.049e-06 -109.798  7.998e-06  150.504
   26   18   1.000e-01   1.100e-01   1.800e-01  3.631e-01  3.631e-01  -45.238  6.294e-07   33.393  7.940e-06  136.923
   26   19   1.000e-01   1.100e-01   1.900e-01  3.631e-01  3.631e-01   26.809  2.493e-07  142.249  6.937e-06  123.715
   26   20   1.000e-01   1.100e-01   2.000e-01  3.631e-01  3.631e-01   98.869  4.001e-07  -94.662  4.999e-06  117.788
   26   21   1.000e-01   1.100e-01   2.100e-01  3.630e-01  3.630e-01  170.889  4.436e-07   40.749  1.529e-06   57.719
   26   22   1.000e-01   1.100e-01   2.200e-01  3.645e-01  3.645e-01 -116.960  6.986e-07 -138.676  2.171e-06   -5.104
   26   23   1.000e-01   1.100e-01   2.300e-01  3.536e-01  3.536e-01  -43.420  3.832e-06   27.607  3.581e-05  -34.539
   26   24   1.000e-01   1.100e-01   2.400e-01  3.602e-01  3.602e-01    6.170  1.941e-05 -155.787  1.177e-04  -33.461
   26   25   1.000e-01   1.100e-01   2.500e-01  3.124e-01  3.124e-01  126.447  1.831e-05  110.178  1.886e-04  -45.527
   26   26   1.000e-01   1.100e-01   2.600e-01  3.626e-01  3.626e-01  170.045  1.168e-05   41.952  1.187e-04  -28.235
   26   27   1.000e-01   1.100e-01   2.700e-01  3.639e-01  3.639e-01 -118.386  1.180e-06 -120.886  5.935e-04 -137.145
   26   28   1.000e-01   1.100e-01   2.800e-01  5.002e-01  4.943e-01  -39.267  2.777e-08 -168.121  7.688e-02   43.523
   26   29   1.000e-01   1.100e-01   2.900e-01  1.732e+00  1.727e+00  143.603  1.702e-07  121.786  1.322e-01   33.282
   26   30   1.000e-01   1.100e-01   3.000e-01  1.404e+00  1.400e+00  138.298  1.540e-07  115.598  1.067e-01    2.208
   27    0   1.000e-01   1.200e-01   0.000e+00  3.054e-01  3.054e-01   87.338  4.138e-07   28.577  4.311e-06  137.224
   27    1   1.000e-01   1.200e-01   1.000e-02  3.686e-01  3.686e-01  169.415  1.266e-07  156.948  3.117e-06 -117.930
   27    2   1.000e-01   1.200e-01   2.000e-02  3.632e-01  3.632e-01 -117.962  3.269e-07  -71.187  4.285e-06  -77.280
   27    3   1.000e-01   1.200e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  2.186e-07   11.669  3.125e-06  -80.541
   27    4   1.000e-01   1.200e-01   4.000e-02  3.631e-01  3.631e-01   26.073  8.810e-07  134.695  2.530e-06 -165.213
   27    5   1.000e-01   1.200e-01   5.000e-02  3.630e-01  3.630e-01   98.114  1.348e-06  -74.880  4.036e-06  170.905
   27    6   1.000e-01   1.200e-01   6.000e-02  3.631e-01  3.631e-01  170.157  9.528e-07   30.882  6.430e-06  160.747
   27    7   1.000e-01   1.200e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  6.340e-07  143.055  5.263e-06  146.116
   27    8   1.000e-01   1.200e-01   8.000e-02  3.631e-01  3.631e-01  -45.732  7.212e-07 -162.074  4.194e-06  125.270
   27    9   1.000e-01   1.200e-01   9.000e-02  3.631e-01  3.631e-01   26.310  6.389e-07  -13.538  4.506e-06   98.692
   27   10   1.000e-01   1.200e-01   1.000e-01  3.631e-01  3.631e-01   98.366  3.185e-07  160.968  3.479e-06   71.087
   27   11   1.000e-01   1.200e-01   1.100e-01  3.631e-01  3.631e-01  170.415  7.815e-07   66.246  3.260e-06   71.726
   27   12   1.000e-01   1.200e-01   1.200e-01  3.631e-01  3.631e-01 -117.537  6.525e-07 -164.898  2.858e-06   77.290
   27   13   1.000e-01   1.200e-01   1.300e-01  3.631e-01  3.631e-01  -45.483  5.712e-07  -45.810  3.816e-06  114.630
   27   14   1.000e-01   1.200e-01   1.400e-01  3.631e-01  3.631e-01   26.565  8.701e-07   64.070  6.707e-06  138.686
   27   15   1.000e-01   1.200e-01   1.500e-01  3.631e-01  3.631e-01   98.611  8.838e-07 -147.322  8.527e-06  152.156
   27   16   1.000e-01   1.200e-01   1.600e-01  3.631e-01  3.631e-01  170.663  9.367e-07   13.360  9.376e-06  153.933
   27   17   1.000e-01   1.200e-01   1.700e-01  3.631e-01  3.631e-01 -117.283  4.950e-07  178.000  8.716e-06  147.410
   27   18   1.000e-01   1.200e-01   1.800e-01  3.631e-01  3.631e-01  -45.237  4.639e-07  -49.764  8.189e-06  134.267
   27   19   1.000e-01   1.200e-01   1.900e-01  3.631e-01  3.631e-01   26.809  3.528e-07   42.594  7.319e-06  121.914
   27   20   1.000e-01   1.200e-01   2.000e-01  3.631e-01  3.631e-01   98.871  4.624e-07 -149.136  4.785e-06  118.714
   27   21   1.000e-01   1.200e-01   2.100e-01  3.629e-01  3.629e-01  170.885  3.386e-07   36.613  1.270e-06   34.530
   27   22   1.000e-01   1.200e-01   2.200e-01  3.652e-01  3.652e-01 -117.129  5.070e-07 -164.914  2.380e-06  -19.406
   27   23   1.000e-01   1.200e-01   2.300e-01  3.613e-01  3.613e-01  -41.582  3.403e-06  -17.463  4.736e-05  -21.402
   27   24   1.000e-01   1.200e-01   2.400e-01  2.161e-01  2.161e-01   -1.437  1.407e-05  158.509  1.635e-04  -16.853
   27   25   1.000e-01   1.200e-01   2.500e-01  4.464e-01  4.464e-01  129.984  1.773e-05  -15.108  2.260e-04  -34.315
   27   26   1.000e-01   1.200e-01   2.600e-01  3.602e-01  3.602e-01  170.322  1.122e-05  -15.258  1.326e-04  -28.422
   27   27   1.000e-01   1.200e-01   2.700e-01  3.639e-01  3.639e-01 -118.387  8.318e-07  174.027  5.929e-04 -137.090
   27   28   1.000e-01   1.200e-01   2.800e-01  5.002e-01  4.943e-01  -39.267  2.072e-07  168.446  7.688e-02   43.523
   27   29   1.000e-01   1.200e-01   2.900e-01  1.732e+00  1.727e+00  143.603  1.532e-07  146.191  1.322e-01   33.283
   27   30   1.000e-01   1.200e-01   3.000e-01  1.404e+00  1.400e+00  138.298  1.448e-07  151.505  1.067e-01    2.208
   28    0   1.000e-01   1.300e-01   0.000e+00  3.054e-01  3.054e-01   87.339  2.074e-07  -19.199  3.101e-06  148.566
   28    1   1.000e-01   1.300e-01   1.000e-02  3.686e-01  3.686e-01  169.415  4.314e-08 -136.645  2.576e-06 -112.813
   28    2   1.000e-01   1.300e-01   2.000e-02  3.632e-01  3.632e-01 -117.962  8.079e-08  103.100  4.179e-06  -82.032
   28    3   1.000e-01   1.300e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  5.006e-07  -57.189  4.172e-06  -75.814
   28    4   1.000e-01   1.300e-01   4.000e-02  3.631e-01  3.631e-01   26.073  7.119e-07   43.527  1.890e-06 -149.177
   28    5   1.000e-01   1.300e-01   5.000e-02  3.630e-01  3.630e-01   98.115  9.627e-07  168.304  3.940e-06  174.720
   28    6   1.000e-01   1.300e-01   6.000e-02  3.631e-01  3.631e-01  170.157  9.763e-07  -86.823  5.979e-06  160.048
   28    7   1.000e-01   1.300e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  1.008e-06   17.625  5.377e-06  145.633
   28    8   1.000e-01   1.300e-01   8.000e-02  3.631e-01  3.631e-01  -45.732  1.391e-06  148.644  4.615e-06  122.978
   28    9   1.000e-01   1.300e-01   9.000e-02  3.631e-01  3.631e-01   26.311  1.256e-06  -39.820  5.135e-06  101.278
   28   10   1.000e-01   1.300e-01   1.000e-01  3.631e-01  3.631e-01   98.366  1.086e-06  134.220  3.775e-06   73.401
   28   11   1.000e-01   1.300e-01   1.100e-01  3.631e-01  3.631e-01  170.414  8.972e-07  -68.301  4.096e-06   73.622
   28   12   1.000e-01   1.300e-01   1.200e-01  3.631e-01  3.631e-01 -117.537  9.524e-07   60.832  3.488e-06   82.715
   28   13   1.000e-01   1.300e-01   1.300e-01  3.631e-01  3.631e-01  -45.484  1.366e-06  177.412  4.301e-06  114.031
   28   14   1.000e-01   1.300e-01   1.400e-01  3.631e-01  3.631e-01   26.565  1.678e-06  -21.641  6.862e-06  136.203
   28   15   1.000e-01   1.300e-01   1.500e-01  3.631e-01  3.631e-01   98.611  1.145e-06  136.864  8.645e-06  151.126
   28   16   1.000e-01   1.300e-01   1.600e-01  3.631e-01  3.631e-01  170.663  8.179e-07  -53.176  9.381e-06  154.500
   28   17   1.000e-01   1.300e-01   1.700e-01  3.631e-01  3.631e-01 -117.283  3.011e-07   69.576  8.718e-06  147.811
   28   18   1.000e-01   1.300e-01   1.800e-01  3.631e-01  3.631e-01  -45.238  3.667e-07 -154.391  8.226e-06  137.283
   28   19   1.000e-01   1.300e-01   1.900e-01  3.631e-01  3.631e-01   26.809  3.964e-07   -4.855  7.389e-06  123.371
   28   20   1.000e-01   1.300e-01   2.000e-01  3.631e-01  3.631e-01   98.871  2.947e-07  163.869  5.188e-06  120.326
   28   21   1.000e-01   1.300e-01   2.100e-01  3.629e-01  3.629e-01  170.893  2.390e-07   56.191  1.394e-06   51.960
   28   22   1.000e-01   1.300e-01   2.200e-01  3.649e-01  3.649e-01 -117.276  1.667e-07  168.886  1.921e-06   -3.106
   28   23   1.000e-01   1.300e-01   2.300e-01  3.743e-01  3.743e-01  -41.598  3.505e-06  -74.516  5.926e-05  -27.825
   28   24   1.000e-01   1.300e-01   2.400e-01  1.350e-01  1.350e-01   46.847  1.969e-05  108.883  2.098e-04  -26.507
   28   25   1.000e-01   1.300e-01   2.500e-01  3.094e-01  3.094e-01  111.370  1.581e-05 -156.523  2.760e-04  -36.384
   28   26   1.000e-01   1.300e-01   2.600e-01  3.647e-01  3.647e-01  170.199  1.022e-05  -82.578  1.449e-04  -26.456
   28   27   1.000e-01   1.300e-01   2.700e-01  3.639e-01  3.639e-01 -118.378  8.564e-07   87.878  5.933e-04 -137.065
   28   28   1.000e-01   1.300e-01   2.800e-01  5.003e-01  4.943e-01  -39.265  1.766e-07  118.659  7.688e-02   43.524
   28   29   1.000e-01   1.300e-01   2.900e-01  1.732e+00  1.727e+00  143.603  1.454e-07  152.401  1.322e-01   33.283
   28   30   1.000e-01   1.300e-01   3.000e-01  1.404e+00  1.400e+00  138.298  1.765e-07  159.759  1.067e-01    2.208
   29    0   1.000e-01   1.400e-01   0.000e+00  3.054e-01  3.054e-01   87.339  3.895e-08  -52.848  3.333e-06  153.312
   29    1   1.000e-01   1.400e-01   1.000e-02  3.686e-01  3.686e-01  169.415  2.282e-07  -47.883  3.126e-06 -102.157
   29    2   1.000e-01   1.400e-01   2.000e-02  3.632e-01  3.632e-01 -117.962  5.248e-07   58.616  4.233e-06  -77.925
   29    3   1.000e-01   1.400e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  1.033e-06 -161.914  4.240e-06  -81.290
   29    4   1.000e-01   1.400e-01   4.000e-02  3.631e-01  3.631e-01   26.073  1.481e-06  -36.613  2.038e-06 -135.805
   29    5   1.000e-01   1.400e-01   5.000e-02  3.630e-01  3.630e-01   98.114  1.344e-06   99.794  3.747e-06  174.592
   29    6   1.000e-01   1.400e-01   6.000e-02  3.631e-01  3.631e-01  170.157  8.709e-07 -160.421  5.627e-06  163.748
   29    7   1.000e-01   1.400e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  1.105e-06  -22.243  5.074e-06  143.720
   29    8   1.000e-01   1.400e-01   8.000e-02  3.631e-01  3.631e-01  -45.732  9.762e-07  159.837  4.141e-06  121.804
   29    9   1.000e-01   1.400e-01   9.000e-02  3.631e-01  3.631e-01   26.311  1.332e-06  -36.132  5.140e-06   94.852
   29   10   1.000e-01   1.400e-01   1.000e-01  3.631e-01  3.631e-01   98.366  1.754e-06  122.124  3.848e-06   75.427
   29   11   1.000e-01   1.400e-01   1.100e-01  3.631e-01  3.631e-01  170.414  1.226e-06 -105.222  3.778e-06   67.409
   29   12   1.000e-01   1.400e-01   1.200e-01  3.631e-01  3.631e-01 -117.537  1.512e-06   14.214  3.916e-06   81.264
   29   13   1.000e-01   1.400e-01   1.300e-01  3.631e-01  3.631e-01  -45.483  1.617e-06  153.749  4.559e-06  115.576
   29   14   1.000e-01   1.400e-01   1.400e-01  3.631e-01  3.631e-01   26.565  1.567e-06  -48.834  6.948e-06  134.406
   29   15   1.000e-01   1.400e-01   1.500e-01  3.631e-01  3.631e-01   98.611  8.972e-07  109.099  9.131e-06  148.444
   29   16   1.000e-01   1.400e-01   1.600e-01  3.631e-01  3.631e-01  170.663  4.839e-07 -105.782  9.835e-06  153.509
   29   17   1.000e-01   1.400e-01   1.700e-01  3.631e-01  3.631e-01 -117.282  3.569e-07    8.383  8.960e-06  145.766
   29   18   1.000e-01   1.400e-01   1.800e-01  3.631e-01  3.631e-01  -45.238  2.558e-07  136.176  8.565e-06  135.630
   29   19   1.000e-01   1.400e-01   1.900e-01  3.631e-01  3.631e-01   26.809  2.858e-07  -47.295  7.446e-06  122.212
   29   20   1.000e-01   1.400e-01   2.000e-01  3.631e-01  3.631e-01   98.873  5.579e-08 -110.584  5.143e-06  119.535
   29   21   1.000e-01   1.400e-01   2.100e-01  3.627e-01  3.627e-01  170.911  8.808e-08  110.979  1.197e-06   35.597
   29   22   1.000e-01   1.400e-01   2.200e-01  3.641e-01  3.641e-01 -117.562  2.132e-07   32.492  2.411e-06   -7.131
   29   23   1.000e-01   1.400e-01   2.300e-01  3.949e-01  3.949e-01  -42.422  4.034e-06 -139.864  6.101e-05  -40.863
   29   24   1.000e-01   1.400e-01   2.400e-01  3.040e-01  3.040e-01   94.411  2.848e-05   47.120  2.049e-04  -40.155
   29   25   1.000e-01   1.400e-01   2.500e-01  4.016e-01  4.016e-01  135.276  2.372e-05   75.428  3.017e-04  -47.269
   29   26   1.000e-01   1.400e-01   2.600e-01  3.611e-01  3.611e-01  169.989  9.355e-06 -143.161  1.672e-04  -35.322
   29   27   1.000e-01   1.400e-01   2.700e-01  3.639e-01  3.639e-01 -118.377  8.817e-07   23.373  5.936e-04 -137.051
   29   28   1.000e-01   1.400e-01   2.800e-01  5.002e-01  4.943e-01  -39.269  7.009e-08   25.560  7.688e-02   43.524
   29   29   1.000e-01   1.400e-01   2.900e-01  1.732e+00  1.727e+00  143.603  1.100e-07  145.296  1.322e-01   33.283
   29   30   1.000e-01   1.400e-01   3.000e-01  1.404e+00  1.400e+00  138.297  1.579e-07  143.105  1.067e-01    2.208
   30    0   1.000e-01   1.500e-01   0.000e+00  3.054e-01  3.054e-01   87.339  1.163e-06  -72.507  4.041e-06  162.861
   30    1   1.000e-01   1.500e-01   1.000e-02  3.686e-01  3.686e-01  169.415  1.003e-06  -11.920  3.362e-06 -104.240
   30    2   1.000e-01   1.500e-01   2.000e-02  3.632e-01  3.632e-01 -117.962  7.190e-07   89.278  4.369e-06  -76.612
   30    3   1.000e-01   1.500e-01   3.000e-02  3.631e-01  3.631e-01  -45.988  2.419e-06  140.357  4.130e-06  -80.039
   30    4   1.000e-01   1.500e-01   4.000e-02  3.631e-01  3.631e-01   26.073  2.234e-06  -92.898  2.025e-06 -133.506
   30    5   1.000e-01   1.500e-01   5.000e-02  3.630e-01  3.630e-01   98.114  2.454e-06    0.685  3.710e-06  177.572
   30    6   1.000e-01   1.500e-01   6.000e-02  3.631e-01  3.631e-01  170.157  1.357e-06  115.216  5.570e-06  162.866
   30    7   1.000e-01   1.500e-01   7.000e-02  3.631e-01  3.631e-01 -117.779  1.131e-06 -127.596  5.162e-06  143.436
   30    8   1.000e-01   1.500e-01   8.000e-02  3.631e-01  3.631e-01  -45.732  1.099e-06  154.164  4.100e-06  123.991
   30    9   1.000e-01   1.500e-01   9.000e-02  3.631e-01  3.631e-01   26.311  1.350e-06  -47.515  5.034e-06   92.152
   30   10   1.000e-01   1.500e-01   1.000e-01  3.631e-01  3.631e-01   98.366  2.036e-06   66.829  4.123e-06   78.012
   30   11   1.000e-01   1.500e-01   1.100e-01  3.631e-01  3.631e-01  170.414  1.322e-06 -156.937  3.802e-06   69.673
   30   12   1.000e-01   1.500e-01   1.200e-01  3.631e-01  3.631e-01 -117.537  2.009e-06  -45.574  4.068e-06   77.704
   30   13   1.000e-01   1.500e-01   1.300e-01  3.631e-01  3.631e-01  -45.484  1.425e-06  129.462  4.854e-06  116.008
   30   14   1.000e-01   1.500e-01   1.400e-01  3.631e-01  3.631e-01   26.565  8.876e-07 -104.962  6.742e-06  134.591
   30   15   1.000e-01   1.500e-01   1.500e-01  3.631e-01  3.631e-01   98.611  9.276e-07   55.648  8.905e-06  147.328
   30   16   1.000e-01   1.500e-01   1.600e-01  3.631e-01  3.631e-01  170.663  2.618e-07  150.040  9.832e-06  153.290
   30   17   1.000e-01   1.500e-01   1.700e-01  3.631e-01  3.631e-01 -117.282  4.916e-07  -59.710  8.804e-06  145.683
   30   18   1.000e-01   1.500e-01   1.800e-01  3.631e-01  3.631e-01  -45.237  2.309e-07  -59.646  8.469e-06  136.122
   30   19   1.000e-01   1.500e-01   1.900e-01  3.631e-01  3.631e-01   26.809  3.306e-07  169.190  7.294e-06  122.515
   30   20   1.000e-01   1.500e-01   2.000e-01  3.631e-01  3.631e-01   98.871  2.575e-07  152.592  5.218e-06  119.574
   30   21   1.000e-01   1.500e-01   2.100e-01  3.628e-01  3.628e-01  170.936  3.743e-07  114.972  1.139e-06   46.843
   30   22   1.000e-01   1.500e-01   2.200e-01  3.625e-01  3.625e-01 -117.560  8.362e-07  -18.174  2.543e-06   -6.673
   30   23   1.000e-01   1.500e-01   2.300e-01  3.997e-01  3.997e-01  -44.596  7.039e-06  174.857  5.210e-05  -50.722
   30   24   1.000e-01   1.500e-01   2.400e-01  4.510e-01  4.510e-01   84.733  5.896e-05    1.584  1.774e-04  -46.631
   30   25   1.000e-01   1.500e-01   2.500e-01  3.889e-01  3.889e-01  120.610  8.953e-05   16.308  2.699e-04  -58.845
   30   26   1.000e-01   1.500e-01   2.600e-01  3.633e-01  3.633e-01  170.216  1.262e-05  156.796  1.430e-04  -49.957
   30   27   1.000e-01   1.500e-01   2.700e-01  3.639e-01  3.639e-01 -118.371  9.662e-07  -23.250  5.940e-04 -137.095
   30   28   1.000e-01   1.500e-01   2.800e-01  5.002e-01  4.943e-01  -39.265  6.156e-08  166.302  7.688e-02   43.523
   30   29   1.000e-01   1.500e-01   2.900e-01  1.732e+00  1.727e+00  143.603  1.042e-07  123.713  1.322e-01   33.282
   30   30   1.000e-01   1.500e-01   3.000e-01  1.404e+00  1.400e+00  138.297  1.442e-07  107.695  1.067e-01    2.208
#1 : frequency[Hz] = 7.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
    0    0   1.000e-01  -1.500e-01   0.000e+00  3.759e-01  3.759e-01  -87.051  3.951e-07    0.829  2.472e-06  177.965
    0    1   1.000e-01  -1.500e-01   1.000e-02  4.264e-01  4.264e-01    2.824  3.709e-07    3.326  8.429e-07  -57.330
    0    2   1.000e-01  -1.500e-01   2.000e-02  4.240e-01  4.240e-01   87.244  2.475e-07  100.775  8.106e-07 -120.683
    0    3   1.000e-01  -1.500e-01   3.000e-02  4.238e-01  4.238e-01  171.279  5.199e-07  177.524  1.539e-06 -114.642
    0    4   1.000e-01  -1.500e-01   4.000e-02  4.239e-01  4.239e-01 -104.673  5.272e-07 -175.347  3.300e-06 -145.365
    0    5   1.000e-01  -1.500e-01   5.000e-02  4.239e-01  4.239e-01  -20.607  3.766e-07 -127.883  4.061e-06 -153.081
    0    6   1.000e-01  -1.500e-01   6.000e-02  4.239e-01  4.239e-01   63.460  6.320e-07  -24.258  5.031e-06 -155.965
    0    7   1.000e-01  -1.500e-01   7.000e-02  4.238e-01  4.238e-01  147.507  7.982e-07   10.919  4.420e-06 -166.801
    0    8   1.000e-01  -1.500e-01   8.000e-02  4.239e-01  4.239e-01 -128.437  7.009e-07   33.891  2.455e-06 -169.274
    0    9   1.000e-01  -1.500e-01   9.000e-02  4.239e-01  4.239e-01  -44.371  7.894e-07  139.808  1.798e-06  139.936
    0   10   1.000e-01  -1.500e-01   1.000e-01  4.238e-01  4.238e-01   39.685  1.225e-06 -170.368  2.000e-06   79.873
    0   11   1.000e-01  -1.500e-01   1.100e-01  4.239e-01  4.239e-01  123.739  8.777e-07 -121.249  2.014e-06   84.657
    0   12   1.000e-01  -1.500e-01   1.200e-01  4.239e-01  4.239e-01 -152.199  8.507e-07  -21.863  1.855e-06   97.419
