#1 : frequency[Hz] = 1.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
   26    8   1.100e-01  -7.000e-02   2.500e-01  4.530e-01  4.358e-01 -133.582  3.820e-03  122.725  1.234e-01  103.995
   26    9   1.100e-01  -6.000e-02   2.500e-01  5.110e-01  4.407e-01 -133.145  7.734e-03  168.512  2.585e-01   88.990
   26   10   1.100e-01  -5.000e-02   2.500e-01  4.911e-01  4.436e-01 -133.413  7.153e-03  102.081  2.104e-01   46.427
   26   11   1.100e-01  -4.000e-02   2.500e-01  4.530e-01  4.419e-01 -132.938  3.544e-03  -10.986  9.958e-02   90.262
   26   12   1.100e-01  -3.000e-02   2.500e-01  5.052e-01  4.458e-01 -132.260  5.864e-03 -173.729  2.377e-01   93.837
   26   13   1.100e-01  -2.000e-02   2.500e-01  5.022e-01  4.488e-01 -132.436  7.335e-03  119.481  2.253e-01   48.602
   26   14   1.100e-01  -1.000e-02   2.500e-01  4.558e-01  4.477e-01 -132.083  3.128e-03   14.523  8.586e-02   60.028
   26   15   1.100e-01   0.000e+00   2.500e-01  4.971e-01  4.508e-01 -131.434  5.148e-03 -168.225  2.095e-01   96.478
   26   16   1.100e-01   1.000e-02   2.500e-01  5.132e-01  4.546e-01 -131.649  7.849e-03  129.572  2.380e-01   50.385
   26   17   1.100e-01   2.000e-02   2.500e-01  4.666e-01  4.532e-01 -131.439  3.473e-03   28.182  1.107e-01   33.359
   26   18   1.100e-01   3.000e-02   2.500e-01  4.887e-01  4.561e-01 -130.721  4.484e-03 -152.104  1.754e-01   94.751
   26   19   1.100e-01   4.000e-02   2.500e-01  5.231e-01  4.615e-01 -130.886  8.872e-03  137.310  2.460e-01   52.411
   26   20   1.100e-01   5.000e-02   2.500e-01  4.860e-01  4.606e-01 -130.933  4.876e-03   50.817  1.551e-01   21.869
   26   21   1.100e-01   6.000e-02   2.500e-01  4.838e-01  4.624e-01 -130.116  3.014e-03 -120.685  1.422e-01   87.594
   26   22   1.100e-01   7.000e-02   2.500e-01  5.302e-01  4.687e-01 -130.141  8.420e-03  148.882  2.478e-01   54.502
   26   23   1.100e-01   8.000e-02   2.500e-01  5.099e-01  4.690e-01 -130.338  5.521e-03   68.960  2.000e-01   18.329
   26   24   1.100e-01   9.000e-02   2.500e-01  4.830e-01  4.695e-01 -129.721  2.071e-03  -62.136  1.134e-01   73.227
   26   25   1.100e-01   1.000e-01   2.500e-01  5.333e-01  4.747e-01 -129.510  6.847e-03  156.228  2.430e-01   57.109
   26   26   1.100e-01   1.100e-01   2.500e-01  5.307e-01  4.762e-01 -129.817  5.150e-03   78.027  2.341e-01   18.764
   26   27   1.100e-01   1.200e-01   2.500e-01  4.862e-01  4.754e-01 -129.391  3.292e-03  -43.805  1.019e-01   50.596
   26   28   1.100e-01   1.300e-01   2.500e-01  5.305e-01  4.794e-01 -129.252  6.534e-03  169.766  2.273e-01   60.858
   26   29   1.100e-01   1.400e-01   2.500e-01  5.445e-01  4.800e-01 -129.688  6.708e-03  111.417  2.570e-01   21.436
   26   30   1.100e-01   1.500e-01   2.500e-01  4.924e-01  4.779e-01 -129.548  1.126e-02   14.459  1.180e-01   28.096
   27    0   1.200e-01  -1.500e-01   2.500e-01  4.239e-01  4.239e-01 -139.443  6.823e-06  -40.992  2.410e-05 -101.528
   27    1   1.200e-01  -1.400e-01   2.500e-01  4.239e-01  4.239e-01 -139.443  6.117e-06   88.039  2.434e-05  -95.221
   27    2   1.200e-01  -1.300e-01   2.500e-01  4.239e-01  4.239e-01 -139.443  1.428e-05  -93.487  1.625e-05 -130.272
   27    3   1.200e-01  -1.200e-01   2.500e-01  4.239e-01  4.239e-01 -139.443  1.662e-04  119.464  1.601e-04  -54.733
   27    4   1.200e-01  -1.100e-01   2.500e-01  4.236e-01  4.236e-01 -139.513  7.480e-04  -66.033  1.422e-03  132.810
   27    5   1.200e-01  -1.000e-01   2.500e-01  4.299e-01  4.296e-01 -137.142  1.038e-02  -59.899  1.079e-02  -44.957
   27    6   1.200e-01  -9.000e-02   2.500e-01  4.163e-01  4.159e-01 -140.432  9.836e-03  -58.722  1.499e-02  -98.429
   27    7   1.200e-01  -8.000e-02   2.500e-01  4.181e-01  4.179e-01 -138.146  1.052e-03  -33.722  1.127e-02 -140.742
   27    8   1.200e-01  -7.000e-02   2.500e-01  4.258e-01  4.257e-01 -139.009  8.555e-04  -45.737  7.278e-03  -68.408
   27    9   1.200e-01  -6.000e-02   2.500e-01  4.192e-01  4.189e-01 -139.656  2.262e-04 -145.596  1.638e-02  -88.571
   27   10   1.200e-01  -5.000e-02   2.500e-01  4.169e-01  4.167e-01 -138.287  2.545e-04   51.345  1.301e-02 -134.915
   27   11   1.200e-01  -4.000e-02   2.500e-01  4.253e-01  4.253e-01 -138.821  5.187e-04  -34.045  5.701e-03  -80.971
   27   12   1.200e-01  -3.000e-02   2.500e-01  4.209e-01  4.206e-01 -139.816  3.019e-04 -131.949  1.535e-02  -82.101
   27   13   1.200e-01  -2.000e-02   2.500e-01  4.159e-01  4.157e-01 -138.589  2.510e-04   82.833  1.404e-02 -130.459
   27   14   1.200e-01  -1.000e-02   2.500e-01  4.244e-01  4.243e-01 -138.658  5.651e-04  -18.584  4.601e-03 -111.844
   27   15   1.200e-01   0.000e+00   2.500e-01  4.225e-01  4.222e-01 -139.920  3.714e-04  -98.887  1.386e-02  -77.420
   27   16   1.200e-01   1.000e-02   2.500e-01  4.155e-01  4.153e-01 -138.921  2.196e-04  122.325  1.488e-02 -126.612
   27   17   1.200e-01   2.000e-02   2.500e-01  4.229e-01  4.228e-01 -138.561  4.856e-04   -5.634  5.916e-03 -141.975
   27   18   1.200e-01   3.000e-02   2.500e-01  4.236e-01  4.234e-01 -139.916  3.857e-04  -74.735  1.193e-02  -76.093
   27   19   1.200e-01   4.000e-02   2.500e-01  4.156e-01  4.153e-01 -139.264  1.577e-04  157.781  1.549e-02 -122.400
   27   20   1.200e-01   5.000e-02   2.500e-01  4.211e-01  4.210e-01 -138.541  3.794e-04   -3.585  8.596e-03 -154.279
   27   21   1.200e-01   6.000e-02   2.500e-01  4.242e-01  4.240e-01 -139.855  3.927e-04  -67.552  9.806e-03  -78.666
   27   22   1.200e-01   7.000e-02   2.500e-01  4.159e-01  4.156e-01 -139.600  1.812e-04  171.478  1.573e-02 -118.065
   27   23   1.200e-01   8.000e-02   2.500e-01  4.192e-01  4.190e-01 -138.571  3.521e-04    3.765  1.137e-02 -156.966
   27   24   1.200e-01   9.000e-02   2.500e-01  4.245e-01  4.244e-01 -139.764  4.554e-04  -66.670  7.647e-03  -86.531
   27   25   1.200e-01   1.000e-01   2.500e-01  4.164e-01  4.161e-01 -139.894  3.006e-04 -176.434  1.559e-02 -113.452
   27   26   1.200e-01   1.100e-01   2.500e-01  4.174e-01  4.172e-01 -138.672  3.039e-04   33.642  1.352e-02 -155.580
   27   27   1.200e-01   1.200e-01   2.500e-01  4.242e-01  4.241e-01 -139.583  4.718e-04  -49.082  6.063e-03 -103.996
   27   28   1.200e-01   1.300e-01   2.500e-01  4.176e-01  4.174e-01 -140.127  3.144e-04 -154.079  1.488e-02 -107.854
   27   29   1.200e-01   1.400e-01   2.500e-01  4.157e-01  4.155e-01 -138.796  2.731e-04   42.823  1.510e-02 -152.203
   27   30   1.200e-01   1.500e-01   2.500e-01  4.236e-01  4.236e-01 -139.362  1.520e-03   -3.094  5.780e-03 -129.677
   28    0   1.300e-01  -1.500e-01   2.500e-01  4.237e-01  4.237e-01 -139.409  1.660e-05 -170.244  3.801e-04   80.363
   28    1   1.300e-01  -1.400e-01   2.500e-01  4.237e-01  4.237e-01 -139.409  7.764e-06  -53.236  3.790e-04   80.739
   28    2   1.300e-01  -1.300e-01   2.500e-01  4.237e-01  4.237e-01 -139.409  1.246e-05   16.023  3.763e-04   80.317
   28    3   1.300e-01  -1.200e-01   2.500e-01  4.237e-01  4.237e-01 -139.412  5.211e-06  -53.325  3.904e-04   82.742
   28    4   1.300e-01  -1.100e-01   2.500e-01  4.237e-01  4.237e-01 -139.388  1.368e-05  164.668  3.137e-04   60.342
   28    5   1.300e-01  -1.000e-01   2.500e-01  4.232e-01  4.232e-01 -139.597  7.071e-04  117.943  9.156e-04  118.013
   28    6   1.300e-01  -9.000e-02   2.500e-01  4.243e-01  4.243e-01 -139.312  6.122e-04  117.022  1.321e-03   81.989
   28    7   1.300e-01  -8.000e-02   2.500e-01  4.241e-01  4.241e-01 -139.521  7.054e-05 -136.283  1.002e-03   50.986
   28    8   1.300e-01  -7.000e-02   2.500e-01  4.234e-01  4.234e-01 -139.437  1.121e-04  137.649  7.717e-04  102.528
   28    9   1.300e-01  -6.000e-02   2.500e-01  4.240e-01  4.240e-01 -139.378  6.851e-05    8.385  1.424e-03   90.683
   28   10   1.300e-01  -5.000e-02   2.500e-01  4.242e-01  4.242e-01 -139.504  7.190e-05 -104.540  1.136e-03   55.609
   28   11   1.300e-01  -4.000e-02   2.500e-01  4.234e-01  4.234e-01 -139.457  1.008e-04  151.154  6.967e-04   95.010
   28   12   1.300e-01  -3.000e-02   2.500e-01  4.238e-01  4.238e-01 -139.366  7.545e-05   30.176  1.372e-03   96.393
   28   13   1.300e-01  -2.000e-02   2.500e-01  4.243e-01  4.243e-01 -139.479  7.962e-05  -79.223  1.227e-03   59.855
   28   14   1.300e-01  -1.000e-02   2.500e-01  4.235e-01  4.235e-01 -139.475  1.097e-04  169.082  6.325e-04   80.872
   28   15   1.300e-01   0.000e+00   2.500e-01  4.237e-01  4.237e-01 -139.358  7.178e-05   64.222  1.290e-03  100.464
   28   16   1.300e-01   1.000e-02   2.500e-01  4.243e-01  4.243e-01 -139.450  7.722e-05  -53.926  1.304e-03   63.617
   28   17   1.300e-01   2.000e-02   2.500e-01  4.236e-01  4.236e-01 -139.487  9.444e-05 -177.082  6.665e-04   64.882
   28   18   1.300e-01   3.000e-02   2.500e-01  4.235e-01  4.235e-01 -139.362  6.785e-05   89.870  1.183e-03  101.875
   28   19   1.300e-01   4.000e-02   2.500e-01  4.243e-01  4.243e-01 -139.422  6.790e-05  -37.718  1.375e-03   67.701
   28   20   1.300e-01   5.000e-02   2.500e-01  4.238e-01  4.238e-01 -139.489  8.007e-05 -167.254  7.953e-04   52.918
   28   21   1.300e-01   6.000e-02   2.500e-01  4.235e-01  4.235e-01 -139.370  7.055e-05  105.163  1.066e-03  100.552
   28   22   1.300e-01   7.000e-02   2.500e-01  4.242e-01  4.242e-01 -139.394  6.863e-05  -25.604  1.426e-03   71.860
   28   23   1.300e-01   8.000e-02   2.500e-01  4.239e-01  4.239e-01 -139.488  7.712e-05 -155.616  9.669e-04   47.514
   28   24   1.300e-01   9.000e-02   2.500e-01  4.234e-01  4.234e-01 -139.378  8.357e-05  115.314  9.441e-04   96.365
   28   25   1.300e-01   1.000e-01   2.500e-01  4.242e-01  4.242e-01 -139.369  8.026e-05   -9.611  1.450e-03   76.072
   28   26   1.300e-01   1.100e-01   2.500e-01  4.241e-01  4.241e-01 -139.481  7.370e-05 -131.298  1.122e-03   46.648
   28   27   1.300e-01   1.200e-01   2.500e-01  4.234e-01  4.234e-01 -139.397  9.341e-05  132.741  8.405e-04   88.597
   28   28   1.300e-01   1.300e-01   2.500e-01  4.240e-01  4.240e-01 -139.347  8.130e-05   11.461  1.436e-03   80.700
   28   29   1.300e-01   1.400e-01   2.500e-01  4.242e-01  4.242e-01 -139.469  6.808e-05 -107.884  1.253e-03   47.910
   28   30   1.300e-01   1.500e-01   2.500e-01  4.234e-01  4.234e-01 -139.414  3.094e-04 -178.427  7.668e-04   78.899
   29    0   1.400e-01  -1.500e-01   2.500e-01  4.271e-01  4.270e-01 -139.957  8.508e-06   45.179  6.232e-03 -100.260
   29    1   1.400e-01  -1.400e-01   2.500e-01  4.271e-01  4.270e-01 -139.957  9.503e-06  173.013  6.231e-03 -100.266
   29    2   1.400e-01  -1.300e-01   2.500e-01  4.271e-01  4.270e-01 -139.956  7.520e-06 -148.093  6.231e-03 -100.273
   29    3   1.400e-01  -1.200e-01   2.500e-01  4.270e-01  4.270e-01 -139.956  5.289e-06    2.221  6.232e-03 -100.261
   29    4   1.400e-01  -1.100e-01   2.500e-01  4.271e-01  4.270e-01 -139.961  6.329e-06   67.216  6.224e-03 -100.360
   29    5   1.400e-01  -1.000e-01   2.500e-01  4.271e-01  4.271e-01 -139.941  4.887e-05  -63.637  6.250e-03  -99.962
   29    6   1.400e-01  -9.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.968  3.854e-05  -68.492  6.291e-03 -100.235
   29    7   1.400e-01  -8.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.947  1.038e-05   90.484  6.262e-03 -100.584
   29    8   1.400e-01  -7.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.955  9.882e-06  -36.368  6.249e-03 -100.078
   29    9   1.400e-01  -6.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.961  8.331e-06  174.967  6.298e-03 -100.084
   29   10   1.400e-01  -5.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.950  1.131e-05   76.596  6.273e-03 -100.559
   29   11   1.400e-01  -4.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.954  1.525e-05  -18.988  6.247e-03 -100.121
   29   12   1.400e-01  -3.000e-02   2.500e-01  4.271e-01  4.270e-01 -139.962  1.083e-05 -146.214  6.293e-03  -99.988
   29   13   1.400e-01  -2.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.951  1.280e-05  116.008  6.283e-03 -100.504
   29   14   1.400e-01  -1.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.951  1.484e-05    1.813  6.247e-03 -100.227
   29   15   1.400e-01   0.000e+00   2.500e-01  4.271e-01  4.270e-01 -139.962  7.605e-06 -103.478  6.287e-03  -99.945
   29   16   1.400e-01   1.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.954  1.062e-05  127.209  6.291e-03 -100.459
   29   17   1.400e-01   2.000e-02   2.500e-01  4.271e-01  4.270e-01 -139.950  1.131e-05   11.697  6.249e-03 -100.342
   29   18   1.400e-01   3.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.962  6.424e-06  -84.840  6.281e-03  -99.941
   29   19   1.400e-01   4.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.957  9.020e-06  124.069  6.299e-03 -100.403
   29   20   1.400e-01   5.000e-02   2.500e-01  4.271e-01  4.270e-01 -139.951  1.215e-05   17.778  6.256e-03 -100.445
   29   21   1.400e-01   6.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.961  8.042e-06  -71.391  6.277e-03  -99.972
   29   22   1.400e-01   7.000e-02   2.500e-01  4.270e-01  4.270e-01 -139.959  9.689e-06  145.868  6.307e-03 -100.334
   29   23   1.400e-01   8.000e-02   2.500e-01  4.271e-01  4.270e-01 -139.950  1.148e-05   31.341  6.266e-03 -100.542
   29   24   1.400e-01   9.000e-02   2.500e-01  4.271e-01  4.271e-01 -139.961  9.917e-06  -55.456  6.273e-03 -100.039
   29   25   1.400e-01   1.000e-01   2.500e-01  4.271e-01  4.270e-01 -139.961  9.909e-06  161.926  6.311e-03 -100.268
   29   26   1.400e-01   1.100e-01   2.500e-01  4.271e-01  4.270e-01 -139.951  1.079e-05   49.998  6.277e-03 -100.595
   29   27   1.400e-01   1.200e-01   2.500e-01  4.271e-01  4.271e-01 -139.959  1.211e-05  -43.068  6.269e-03 -100.124
   29   28   1.400e-01   1.300e-01   2.500e-01  4.271e-01  4.270e-01 -139.963  1.015e-05 -171.045  6.312e-03 -100.184
   29   29   1.400e-01   1.400e-01   2.500e-01  4.271e-01  4.270e-01 -139.952  9.886e-06   74.358  6.287e-03 -100.622
   29   30   1.400e-01   1.500e-01   2.500e-01  4.271e-01  4.271e-01 -139.957  4.031e-05    4.332  6.266e-03 -100.196
   30    0   1.500e-01  -1.500e-01   2.500e-01  4.461e-01  4.342e-01 -141.097  1.088e-05   -1.142  1.023e-01   79.563
   30    1   1.500e-01  -1.400e-01   2.500e-01  4.461e-01  4.343e-01 -141.097  6.244e-06   57.807  1.023e-01   79.562
   30    2   1.500e-01  -1.300e-01   2.500e-01  4.462e-01  4.343e-01 -141.097  4.362e-06  144.768  1.023e-01   79.563
   30    3   1.500e-01  -1.200e-01   2.500e-01  4.462e-01  4.343e-01 -141.095  2.939e-06 -134.843  1.023e-01   79.562
   30    4   1.500e-01  -1.100e-01   2.500e-01  4.462e-01  4.343e-01 -141.092  1.324e-06  -69.093  1.023e-01   79.561
   30    5   1.500e-01  -1.000e-01   2.500e-01  4.461e-01  4.342e-01 -141.118  7.264e-06  140.316  1.023e-01   79.564
   30    6   1.500e-01  -9.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.083  5.154e-06  123.409  1.023e-01   79.565
   30    7   1.500e-01  -8.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.109  1.985e-06  -26.767  1.023e-01   79.561
   30    8   1.500e-01  -7.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.102  1.235e-06   72.399  1.023e-01   79.565
   30    9   1.500e-01  -6.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.095  4.051e-06   14.343  1.023e-01   79.566
   30   10   1.500e-01  -5.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.110  4.117e-06  -33.735  1.023e-01   79.561
   30   11   1.500e-01  -4.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.105  2.185e-06 -144.843  1.023e-01   79.564
   30   12   1.500e-01  -3.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.094  2.098e-06   61.041  1.023e-01   79.567
   30   13   1.500e-01  -2.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.109  3.858e-06  -22.361  1.023e-01   79.563
   30   14   1.500e-01  -1.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.110  2.731e-06 -121.299  1.023e-01   79.563
   30   15   1.500e-01   0.000e+00   2.500e-01  4.461e-01  4.342e-01 -141.095  1.308e-06  149.832  1.023e-01   79.567
   30   16   1.500e-01   1.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.106  1.346e-06  -24.642  1.023e-01   79.564
   30   17   1.500e-01   2.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.113  7.008e-07 -126.288  1.023e-01   79.563
   30   18   1.500e-01   3.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.098  2.101e-06   32.592  1.023e-01   79.567
   30   19   1.500e-01   4.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.104  3.550e-06  -25.374  1.023e-01   79.564
   30   20   1.500e-01   5.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.113  2.553e-06 -115.012  1.023e-01   79.562
   30   21   1.500e-01   6.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.099  1.098e-06  140.497  1.023e-01   79.566
   30   22   1.500e-01   7.000e-02   2.500e-01  4.462e-01  4.343e-01 -141.102  2.446e-06  -12.921  1.023e-01   79.565
   30   23   1.500e-01   8.000e-02   2.500e-01  4.461e-01  4.342e-01 -141.114  2.272e-06 -100.494  1.023e-01   79.563
   30   24   1.500e-01   9.000e-02   2.500e-01  4.460e-01  4.341e-01 -141.101  1.204e-06  156.172  1.023e-01   79.566
   30   25   1.500e-01   1.000e-01   2.500e-01  4.461e-01  4.342e-01 -141.100  2.448e-06   -1.519  1.023e-01   79.566
   30   26   1.500e-01   1.100e-01   2.500e-01  4.461e-01  4.342e-01 -141.114  2.052e-06  -79.724  1.023e-01   79.562
   30   27   1.500e-01   1.200e-01   2.500e-01  4.460e-01  4.341e-01 -141.104  1.570e-06  158.938  1.023e-01   79.565
   30   28   1.500e-01   1.300e-01   2.500e-01  4.461e-01  4.342e-01 -141.097  2.305e-06   17.190  1.023e-01   79.566
   30   29   1.500e-01   1.400e-01   2.500e-01  4.461e-01  4.342e-01 -141.112  2.429e-06  -75.253  1.023e-01   79.562
   30   30   1.500e-01   1.500e-01   2.500e-01  4.460e-01  4.341e-01 -141.106  8.420e-06 -148.381  1.023e-01   79.565
#2 : frequency[Hz] = 8.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
    0    0  -1.500e-01  -1.500e-01   2.500e-01  4.986e-01  4.921e-01  -19.101  1.908e-07  121.567  8.006e-02   19.354
    0    1  -1.500e-01  -1.400e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  2.254e-07 -120.551  8.006e-02   19.354
    0    2  -1.500e-01  -1.300e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  2.612e-07 -118.732  8.006e-02   19.354
    0    3  -1.500e-01  -1.200e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  3.998e-07 -108.975  8.006e-02   19.354
    0    4  -1.500e-01  -1.100e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  3.822e-07 -106.103  8.006e-02   19.354
    0    5  -1.500e-01  -1.000e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  3.427e-07  -82.252  8.006e-02   19.354
    0    6  -1.500e-01  -9.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.685e-07  -86.977  8.006e-02   19.354
    0    7  -1.500e-01  -8.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.439e-07  -46.296  8.006e-02   19.354
    0    8  -1.500e-01  -7.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.848e-07  -72.049  8.006e-02   19.354
    0    9  -1.500e-01  -6.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.877e-07    9.398  8.006e-02   19.354
    0   10  -1.500e-01  -5.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.773e-07  -41.128  8.006e-02   19.354
    0   11  -1.500e-01  -4.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.101  3.165e-07   39.433  8.006e-02   19.354
    0   12  -1.500e-01  -3.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  3.522e-07    7.590  8.006e-02   19.354
    0   13  -1.500e-01  -2.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.101  1.390e-07   39.442  8.006e-02   19.354
    0   14  -1.500e-01  -1.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.099  4.176e-07   46.772  8.006e-02   19.355
    0   15  -1.500e-01   0.000e+00   2.500e-01  4.986e-01  4.921e-01  -19.100  1.127e-07   71.134  8.006e-02   19.354
    0   16  -1.500e-01   1.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  1.630e-07   83.398  8.006e-02   19.355
    0   17  -1.500e-01   2.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  2.130e-07  159.787  8.006e-02   19.354
    0   18  -1.500e-01   3.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  4.911e-07   76.418  8.006e-02   19.355
    0   19  -1.500e-01   4.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.101  1.305e-07   60.795  8.006e-02   19.354
    0   20  -1.500e-01   5.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.101  1.391e-07  144.717  8.006e-02   19.355
    0   21  -1.500e-01   6.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.101  3.320e-07 -140.799  8.006e-02   19.355
    0   22  -1.500e-01   7.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  3.274e-07  163.943  8.006e-02   19.355
    0   23  -1.500e-01   8.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  5.171e-07   38.721  8.006e-02   19.354
    0   24  -1.500e-01   9.000e-02   2.500e-01  4.986e-01  4.921e-01  -19.100  3.745e-07  -86.839  8.006e-02   19.355
    0   25  -1.500e-01   1.000e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  2.716e-07 -159.217  8.006e-02   19.355
    0   26  -1.500e-01   1.100e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  1.569e-07  139.546  8.006e-02   19.355
    0   27  -1.500e-01   1.200e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  3.163e-07 -112.007  8.006e-02   19.355
    0   28  -1.500e-01   1.300e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  2.135e-07 -117.923  8.006e-02   19.355
    0   29  -1.500e-01   1.400e-01   2.500e-01  4.986e-01  4.921e-01  -19.100  3.549e-07   53.992  8.006e-02   19.355
    0   30  -1.500e-01   1.500e-01   2.500e-01  4.986e-01  4.921e-01  -19.099  1.156e-06   21.772  8.006e-02   19.355
    1    0  -1.400e-01  -1.500e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  1.416e-07   97.622  3.683e-03 -160.523
    1    1  -1.400e-01  -1.400e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  2.092e-07 -121.049  3.683e-03 -160.525
    1    2  -1.400e-01  -1.300e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  2.627e-07 -111.487  3.683e-03 -160.520
    1    3  -1.400e-01  -1.200e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  4.087e-07 -109.428  3.683e-03 -160.524
    1    4  -1.400e-01  -1.100e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  4.127e-07 -100.550  3.683e-03 -160.516
    1    5  -1.400e-01  -1.000e-01   2.500e-01  4.871e-01  4.871e-01  -18.347  3.608e-07  -90.333  3.683e-03 -160.522
    1    6  -1.400e-01  -9.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  3.672e-07  -89.578  3.683e-03 -160.512
    1    7  -1.400e-01  -8.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  2.936e-07  -64.597  3.683e-03 -160.518
    1    8  -1.400e-01  -7.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  2.779e-07  -59.248  3.684e-03 -160.508
    1    9  -1.400e-01  -6.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  1.791e-07  -22.094  3.683e-03 -160.514
    1   10  -1.400e-01  -5.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  2.503e-07  -15.280  3.684e-03 -160.506
    1   11  -1.400e-01  -4.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  1.623e-07    9.201  3.684e-03 -160.511
    1   12  -1.400e-01  -3.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  4.823e-07   39.323  3.684e-03 -160.511
    1   13  -1.400e-01  -2.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.348  3.231e-07   37.650  3.684e-03 -160.513
    1   14  -1.400e-01  -1.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  4.473e-07   64.340  3.683e-03 -160.521
    1   15  -1.400e-01   0.000e+00   2.500e-01  4.871e-01  4.871e-01  -18.348  3.670e-07   53.333  3.684e-03 -160.516
    1   16  -1.400e-01   1.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  2.606e-07   68.094  3.683e-03 -160.529
    1   17  -1.400e-01   2.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.348  7.813e-08   54.670  3.684e-03 -160.514
    1   18  -1.400e-01   3.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.348  3.379e-07  136.242  3.683e-03 -160.529
    1   19  -1.400e-01   4.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.348  4.591e-07   88.001  3.684e-03 -160.511
    1   20  -1.400e-01   5.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.348  2.719e-07   67.704  3.683e-03 -160.526
    1   21  -1.400e-01   6.000e-02   2.500e-01  4.871e-01  4.871e-01  -18.347  2.796e-07   16.059  3.684e-03 -160.513
